excluded_country,mean_post_gap_percent,pre_rmspe
ALB,-8.28131479816432,0.6526692634591369
AZE,1.1545105038820935,0.45342957325423183
BIH,-7.862679332251662,1.7892343197264
KGZ,-4.734398944533133,0.6569246038731131
MKD,-9.50894834206152,1.0481824589276583
